Company,Location,Country,Date,Year,Rocket,Mission,RocketStatus,Price,MissionStatus
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,3/23/2012,2012,Ariane 5 ES,Edoardo Amaldi ATV,Retired,,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",USA,4/3/2012,2012,"Delta IV Medium+ (5,2)",NROL-25,Retired,,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea",North Korea,4/12/2012,2012,Unha-3,Kwangmyngsng-3,Active,,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,4/26/2012,2012,PSLV-XL,RISAT-1,Active,31,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,4/26/2012,2012,PSLV-XL,PSLV- C19 RISAT-1,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,5/4/2012,2012,Atlas V 531,AEHF-2,Active,140,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,5/15/2012,2012,Ariane 5 ECA,"JCSAT-13, Vinasat-2",Active,200,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,5/17/2012,2012,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,90,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,5/22/2012,2012,Falcon 9 v1.0,COTS-2+,Retired,59.5,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,5/23/2012,2012,Safir-1B+,Unknown Payload,Active,,Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,6/1/2012,2012,Zenit-3 SL,Intelsat-19,Retired,,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,6/13/2012,2012,Pegasus XL,NuSTAR,Active,40,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,6/16/2012,2012,Long March 2F/G,Shenzhou 9,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,6/20/2012,2012,Atlas V 401,NROL-38,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,6/29/2012,2012,Delta IV Heavy,NROL-15,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/5/2012,2012,Ariane 5 ECA,"EchoStar XVII, MSG-3",Active,200,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,7/21/2012,2012,H-IIB,HTV-3,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,7/28/2012,2012,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/2/2012,2012,Ariane 5 ECA,"Intelsat 20, HYLAS 2",Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,8/19/2012,2012,Zenit-3 SL,Intelsat-21,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,8/30/2012,2012,Atlas V 401,Van Allen Probes (RBSP),Active,109,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,9/9/2012,2012,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,21,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,9/13/2012,2012,Atlas V 401,NROL-36,Active,109,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,9/22/2012,2012,Safir-1B+,Unknown Payload,Active,,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,9/28/2012,2012,Ariane 5 ECA,"Astra 2F, GSAT-10",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,10/4/2012,2012,"Delta IV Medium+ (4,2)",GPS IIF-3,Retired,164,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,10/8/2012,2012,Falcon 9 v1.0,CRS-1,Retired,59.5,Partial Failure
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,10/12/2012,2012,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,30,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,11/10/2012,2012,Ariane 5 ECA,"Eutelsat 21B, Star One C3",Active,200,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,12/2/2012,2012,Soyuz ST-A/Fregat,Pl??iades 1B,Active,80,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,12/3/2012,2012,Zenit-3 SL,Eutelsat-70B,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,12/11/2012,2012,Atlas V 501,OTV-3,Retired,120,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea",North Korea,12/12/2012,2012,Unha-3,Kwangmyngsng-3 (Unit 2),Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/19/2012,2012,Ariane 5 ECA,"Skynet 5D, Mexsat-3",Active,200,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,1/15/2013,2013,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,41.8,Partial Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,1/27/2013,2013,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,90,Success
KARI,"LC-1, Naro Space Center, South Korea",South Korea,1/30/2013,2013,Naro-1,STSAT-2C,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,1/31/2013,2013,Atlas V 401,TDRS-K,Active,109,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,2/1/2013,2013,Zenit-3 SL,Intelsat-27,Retired,,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,2/7/2013,2013,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,2/11/2013,2013,Atlas V 401,Landsat 8,Active,109,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,2/25/2013,2013,PSLV-CA,SARAL & Rideshares,Active,21,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,3/1/2013,2013,Falcon 9 v1.0,CRS-2,Retired,59.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,3/19/2013,2013,Atlas V 401,SBIRS GEO-2,Active,109,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,4/21/2013,2013,Antares 110,Antares A-ONE,Retired,80,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,5/7/2013,2013,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",Active,37,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,5/15/2013,2013,Atlas V 401,GPS IIF-4,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,5/25/2013,2013,"Delta IV Medium+ (5,4)",WGS-5,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,6/5/2013,2013,Ariane 5 ES,Albert Einstein ATV,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,6/11/2013,2013,Long March 2F/G,Shenzhou 10,Active,,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,6/25/2013,2013,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,30,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/27/2013,2013,Strela,Cosmos 2487,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",USA,6/28/2013,2013,Pegasus XL,IRIS,Active,40,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,7/1/2013,2013,PSLV-XL,IRNSS-1A,Active,31,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/2/2013,2013,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,65,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,7/19/2013,2013,Atlas V 551,MUOS-2,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/25/2013,2013,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D",Active,200,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,8/3/2013,2013,H-IIB,HTV-4,Retired,112.5,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,8/8/2013,2013,"Delta IV Medium+ (5,4)",WGS-6,Retired,,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,8/22/2013,2013,Dnepr,KompSat-5,Retired,29,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",USA,8/28/2013,2013,Delta IV Heavy,NROL-65,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/29/2013,2013,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7",Active,200,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/31/2013,2013,Zenit-3 SLB,AMOS 4,Retired,,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,9/7/2013,2013,Minotaur V,LADEE,Active,55,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,9/11/2013,2013,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,41.8,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,9/13/2013,2013,Antares 110,CRS Orb-D1,Retired,80,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan",Japan,9/14/2013,2013,Epsilon Demo,SPRINT-A,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,9/18/2013,2013,Atlas V 531,AEHF-3,Active,140,Success
CASIC,"Jiuquan Satellite Launch Center, China",China,9/25/2013,2013,Kuaizhou 1,Kuaizhou 1,Retired,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",USA,9/29/2013,2013,Falcon 9 v1.1,CASSIOPE,Retired,56.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,11/5/2013,2013,PSLV-XL,Mars Orbiter Mission,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,11/18/2013,2013,Atlas V 401,MAVEN,Active,109,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,11/20/2013,2013,Minotaur I,ORS-3,Active,40,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,11/21/2013,2013,Dnepr,DubaiSat 2 & Others,Retired,29,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,11/22/2013,2013,Rokot/Briz KM,SWARM,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,12/3/2013,2013,Falcon 9 v1.1,SES-8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,12/6/2013,2013,Atlas V 501,NROL-39,Retired,120,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,12/19/2013,2013,Soyuz ST-B/Fregat-MT,Gaia,Active,30,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,12/25/2013,2013,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,41.8,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Russia,12/28/2013,2013,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,1/5/2014,2014,GSLV Mk II,GSAT-14,Active,47,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,1/6/2014,2014,Falcon 9 v1.1,Thaicom 6,Retired,56.5,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,1/9/2014,2014,Antares 120,CRS Orb-1,Retired,80,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,1/24/2014,2014,Atlas V 401,TDRS-L,Active,109,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,2/6/2014,2014,Ariane 5 ECA,"ABS-2, Athena-Fidus",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,2/21/2014,2014,"Delta IV Medium+ (4,2)",GPS IIF-5,Retired,164,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,2/27/2014,2014,H-IIA 202,GPM-Core & Others,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,3/22/2014,2014,Ariane 5 ECA,"Astra 5B, Amazonas 4A",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,4/3/2014,2014,Atlas V 401,DMSP-5D3 F19,Active,109,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,4/3/2014,2014,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,30,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,4/4/2014,2014,PSLV-XL,IRNSS-1B,Active,31,Success
IAI,"Pad 1, Palmachim Airbase, Israel",Israel,4/9/2014,2014,Shavit-2,Ofek-10,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,4/10/2014,2014,Atlas V 541,NROL-67,Active,145,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,4/18/2014,2014,Falcon 9 v1.1,CRS-3,Retired,56.5,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,4/30/2014,2014,Vega,KazEOSat-1,Active,37,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,5/17/2014,2014,"Delta IV Medium+ (4,2)",GPS IIF-6,Retired,164,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,5/22/2014,2014,Atlas V 401,NROL-33,Active,109,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,5/23/2014,2014,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,41.8,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,5/24/2014,2014,H-IIA 202,"Daichi 2, SPROUT & Others",Active,90,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,5/24/2014,2014,Zenit-3 SL,Eutelsat-3B,Retired,,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,6/19/2014,2014,Dnepr,Deimos 2,Retired,29,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,6/30/2014,2014,PSLV-CA,SPOT-7 & Rideshares,Active,21,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,7/2/2014,2014,Delta II 7320-10C,OCO-2,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,7/3/2014,2014,Rokot/Briz KM,Goniets-M 18 to 20,Retired,41.8,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia",Russia,7/9/2014,2014,Angara 1.2,Demo Flight,Active,,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,7/10/2014,2014,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,30,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,7/13/2014,2014,Antares 120,CRS Orb-2,Retired,80,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,7/14/2014,2014,Falcon 9 v1.1,OG2 Mission 1,Retired,56.5,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,7/28/2014,2014,"Delta IV Medium+ (4,2)",AFSPC-4,Retired,164,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/29/2014,2014,Ariane 5 ES,Georges Lema??tre ATV,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,8/2/2014,2014,Atlas V 401,GPS IIF-7,Active,109,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,8/5/2014,2014,Falcon 9 v1.1,AsiaSat 8,Retired,56.5,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,8/13/2014,2014,Atlas V 401,WorldView 3,Active,109,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,8/22/2014,2014,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,30,Partial Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,9/7/2014,2014,Falcon 9 v1.1,AsiaSat 6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,9/11/2014,2014,Ariane 5 ECA,"MEASAT 3b, Optus 10",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,9/17/2014,2014,Atlas V 401,CLIO,Active,109,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,9/21/2014,2014,Falcon 9 v1.1,CRS-4,Retired,56.5,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,10/7/2014,2014,H-IIA 202,Himawari 8,Active,90,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,10/16/2014,2014,PSLV-XL,IRNSS-1C,Active,31,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,10/16/2014,2014,Ariane 5 ECA,"Intelsat 30, ARSAT-1",Active,200,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",USA,10/28/2014,2014,Antares 130,CRS Orb-3,Retired,80,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,10/29/2014,2014,Atlas V 401,GPS IIF-8,Active,109,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,11/6/2014,2014,Dnepr,Sasuke & Others,Retired,29,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China",China,11/21/2014,2014,Kuaizhou 1,Kuaizhou 2,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,12/3/2014,2014,H-IIA 202,Hayabusa 2 & Others,Active,90,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,12/5/2014,2014,Delta IV Heavy,EFT-1,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/6/2014,2014,Ariane 5 ECA,"DirecTV-14, GSAT-16",Active,200,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,12/13/2014,2014,Atlas V 541,NROL-35,Active,145,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,12/18/2014,2014,GSLV Mk III,Demo Flight (CARE),Active,62,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,12/18/2014,2014,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,30,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,12/19/2014,2014,Strela,Kondor-E,Retired,,Success
Khrunichev,"Site 35/1, Plesetsk Cosmodrome, Russia",Russia,12/23/2014,2014,Angara A5/Briz-M,Demo Flight,Active,100,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,1/10/2015,2015,Falcon 9 v1.1,CRS-5,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,1/21/2015,2015,Atlas V 551,MUOS-3,Active,153,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,1/31/2015,2015,Delta II 7320-10C,SMAP / ELaNa X,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,2/1/2015,2015,H-IIA 202,IGS-Radar 5,Active,90,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,2/2/2015,2015,Safir-1B+,Fajr,Active,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,2/11/2015,2015,Vega,IXV,Active,37,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,2/11/2015,2015,Falcon 9 v1.1,DSCOVR,Retired,56.5,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,2/17/2015,2015,Safir-1B+,Unknown Payload,Active,,Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,3/2/2015,2015,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,3/13/2015,2015,Atlas V 421,MMS,Active,123,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,3/25/2015,2015,"Delta IV Medium+ (4,2)",GPS IIF-9,Retired,164,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,3/25/2015,2015,Dnepr,KompSat-3A,Retired,29,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,3/26/2015,2015,H-IIA 202,IGS-Optical 5,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,3/27/2015,2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,30,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,3/28/2015,2015,PSLV-XL,IRNSS-1D,Active,31,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,3/31/2015,2015,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,4/15/2015,2015,Falcon 9 v1.1,CRS-6,Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,4/26/2015,2015,Ariane 5 ECA,"Thor 7, SICRAL-2",Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,4/27/2015,2015,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat,Retired,56.5,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",USA,4/29/2015,2015,New Shepard,NS-1,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,5/20/2015,2015,Atlas V 501,OTV-4,Retired,120,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,5/27/2015,2015,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1",Active,200,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,6/23/2015,2015,Vega,Sentinel-2A,Active,37,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,6/28/2015,2015,Falcon 9 v1.1,CRS-7,Retired,56.5,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,7/10/2015,2015,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,7/15/2015,2015,Atlas V 401,GPS IIF-10,Active,109,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/15/2015,2015,Ariane 5 ECA,"Star One C4, MSG-4",Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,7/24/2015,2015,"Delta IV Medium+ (5,4)",WGS-7,Retired,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,8/19/2015,2015,H-IIB,HTV-5,Retired,112.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/20/2015,2015,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34",Active,200,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,8/27/2015,2015,GSLV Mk II,GSAT-6,Active,47,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,9/2/2015,2015,Atlas V 551,MUOS-4,Active,153,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,9/11/2015,2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Active,30,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",China,9/19/2015,2015,Long March 6,Demo Flight,Active,19,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,9/23/2015,2015,Rokot/Briz KM,Cosmos 2507 to 2509,Retired,41.8,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",China,9/25/2015,2015,Long March 11,Pujian 1 & Others,Active,5.3,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,9/28/2015,2015,PSLV-XL,Astrosat & Rideshares,Active,31,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,9/30/2015,2015,Ariane 5 ECA,"NBN Co 1A, ARSAT-2",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,10/2/2015,2015,Atlas V 421,Morelos-3,Active,123,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,10/8/2015,2015,Atlas V 401,NROL-55,Active,109,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,10/31/2015,2015,Atlas V 401,GPS IIF-11,Active,109,Success
Sandia,"LP-41, Kauai, Pacific Missile Range Facility",Pacific Missile Range Facility,11/4/2015,2015,Super Stripy,"HiakaSat, STACEM & Others",Active,15,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,11/10/2015,2015,Ariane 5 ECA,"Arabsat 6B, GSAT-15",Active,200,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",USA,11/23/2015,2015,New Shepard,NS-2,Active,,Success
